log_index,frame_index,x,y,at_intersection,heading_angle,one_way,lanes_to_left,lanes_to_right,num_lanes_to_left,num_lanes_to_right,num_opp_lanes,total_lanes,intersection_code_1,main_road_continues_1,distance_1,intersection_code_2,main_road_continues_2,distance_2,curvature_radius,is_road_curved,is_left_side_road,is_right_side_road,distance_to_intersection_1,drive_num_lanes_to_right,drive_num_lanes_to_left
0ef28d5c-ae34-370b-99e7-6709e1c4b929,17,2590.0848099509217,1200.7057453360865,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,18,2589.9853802079315,1200.6419807373613,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,19,2589.8765042648565,1200.5742213727976,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,20,2589.7479010687657,1200.4971350165365,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,21,2589.639716487445,1200.4342261794245,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,22,2589.5181888541542,1200.3655498747687,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,23,2589.385878090295,1200.2937155199738,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,24,2589.271214387027,1200.2318393296825,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,25,2589.1399234718824,1200.1637213072545,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,26,2589.0044579821333,1200.0916313694154,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,27,2588.871008403293,1200.0233724969091,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,28,2588.7315592091627,1199.9505540903774,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,29,2588.5865931375197,1199.8788667192225,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,30,2588.4406338157064,1199.8093211991547,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,31,2588.299002615821,1199.7446666226606,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,32,2588.148972596376,1199.6792010294064,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,33,2587.996217196992,1199.6151657397893,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,34,2587.8451042400065,1199.554455517274,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,35,2587.6855335641612,1199.493845370609,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,36,2587.5223844834227,1199.4357479805424,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,37,2587.358545310442,1199.3803587338182,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,38,2587.1908831957385,1199.329057011457,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,39,2587.0289060832793,1199.283374965488,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,40,2586.851156423096,1199.2373644985253,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,41,2586.678583087625,1199.1967954828099,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,42,2586.5115923199132,1199.1618292613812,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,43,2586.3342584912452,1199.1294790079535,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,44,2586.158620929475,1199.1021606588924,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,45,2585.980696256046,1199.0785307318115,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,46,2585.794181814089,1199.057849476971,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,47,2585.6184827236834,1199.0420722619785,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,48,2585.4351862548833,1199.032551744983,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,49,2585.242735945877,1199.030062777037,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,50,2585.059464424597,1199.0316264471705,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,51,2584.8767443297197,1199.0379107090491,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,52,2584.6681489878947,1199.053130212067,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,53,2584.458260284046,1199.0737668052352,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,54,2584.246298392713,1199.1009903311647,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,55,2584.027333524983,1199.1374624068385,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,56,2583.793905795389,1199.1845638443342,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,57,2583.561617306715,1199.2389632414151,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,58,2583.315017627344,1199.3070241892344,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,59,2583.0722811411442,1199.382048212704,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,60,2582.8171502272776,1199.4717475287405,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,61,2582.560008505978,1199.5711811619915,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,62,2582.3108597559744,1199.6781537241272,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,63,2582.0545746573357,1199.8025676147538,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,64,2581.807305579276,1199.9268976305036,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,65,2581.5500379103587,1200.0657548103152,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,66,2581.305295033463,1200.2104639631127,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,67,2581.067515406068,1200.3607707990316,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,68,2580.8344387259303,1200.5208751370606,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,69,2580.6150272823847,1200.6799968789164,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,70,2580.388060757905,1200.8530888047521,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,71,2580.174995182229,1201.022275407818,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,72,2579.9732998686272,1201.1907177533624,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,73,2579.786355167785,1201.358331034001,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,74,2579.6074940921208,1201.524390624668,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,75,2579.4390697704557,1201.6864320224645,True,-99999.0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999.0,-99999,-99999,-99999,-99999.0,-99999,-99999
0ef28d5c-ae34-370b-99e7-6709e1c4b929,76,2579.280504143373,1201.8402298679089,False,0.04492746607065862,True,0,0,0,0,0,1,2,1,25.071960559826717,3,1,82.43631264853526,-99999.0,0,0,1,25.071960559826717,0,0
0ef28d5c-ae34-370b-99e7-6709e1c4b929,77,2579.126979494283,1201.9933095385204,False,0.031116392362956387,True,0,0,0,0,0,1,2,1,25.071960559826717,3,1,82.43631264853526,-99999.0,0,0,1,25.071960559826717,0,0
0ef28d5c-ae34-370b-99e7-6709e1c4b929,78,2578.9927566761153,1202.1309009926579,False,0.017272562587389784,True,0,0,0,0,0,1,2,1,25.071960559826717,3,1,82.43631264853526,-99999.0,0,0,1,25.071960559826717,0,0
0ef28d5c-ae34-370b-99e7-6709e1c4b929,79,2578.8607868270265,1202.2705854842525,False,0.0012739666982581356,True,0,0,0,0,0,1,2,1,25.071960559826717,3,1,82.43631264853526,-99999.0,0,0,1,25.071960559826717,0,0
0ef28d5c-ae34-370b-99e7-6709e1c4b929,80,2578.7490126896346,1202.3894813572326,False,0.001199242904911036,True,0,0,0,0,0,1,2,1,25.071960559826717,3,1,82.43631264853526,-99999.0,0,0,1,25.071960559826717,0,0
0ef28d5c-ae34-370b-99e7-6709e1c4b929,81,2578.6361247235045,1202.5130481047966,False,0.015466309370937785,True,0,0,0,0,0,1,2,1,25.071960559826717,3,1,82.43631264853526,-99999.0,0,0,1,25.071960559826717,0,0
0ef28d5c-ae34-370b-99e7-6709e1c4b929,82,2578.54269754262,1202.617943304756,False,0.02809573475302016,True,0,0,0,0,0,1,2,1,25.071960559826717,3,1,82.43631264853526,-99999.0,0,0,1,25.071960559826717,0,0
0ef28d5c-ae34-370b-99e7-6709e1c4b929,83,2578.4565655110778,1202.715051198425,False,0.030162293048371445,True,0,0,0,0,0,1,2,1,25.071960559826717,3,1,82.43631264853526,-99999.0,0,0,1,25.071960559826717,0,0
0ef28d5c-ae34-370b-99e7-6709e1c4b929,84,2578.372871405961,1202.8111045915825,False,0.038986030246534485,True,0,0,0,0,0,1,2,1,25.071960559826717,3,1,82.43631264853526,-99999.0,0,0,1,25.071960559826717,0,0
0ef28d5c-ae34-370b-99e7-6709e1c4b929,85,2578.3086908821297,1202.8858212392365,False,0.046045493927239285,True,0,0,0,0,0,1,2,1,25.071960559826717,3,1,82.43631264853526,-99999.0,0,0,1,25.071960559826717,0,0
0ef28d5c-ae34-370b-99e7-6709e1c4b929,86,2578.249206560135,1202.9530717402604,False,0.031537354623630734,True,0,0,0,0,0,1,2,1,25.071960559826717,3,1,82.43631264853526,-99999.0,0,0,1,25.071960559826717,0,0
0ef28d5c-ae34-370b-99e7-6709e1c4b929,87,2578.197210339429,1203.0148541260253,False,0.056134347824755335,True,0,0,0,0,0,1,2,1,25.071960559826717,3,1,82.43631264853526,-99999.0,0,0,1,25.071960559826717,0,0
0ef28d5c-ae34-370b-99e7-6709e1c4b929,88,2578.1601520155123,1203.058543694023,False,0.052273859211541325,True,0,0,0,0,0,1,2,1,25.071960559826717,3,1,82.43631264853526,-99999.0,0,0,1,25.071960559826717,0,0
0ef28d5c-ae34-370b-99e7-6709e1c4b929,89,2578.129628164992,1203.095244613922,False,0.061964420036808375,True,0,0,0,0,0,1,2,1,25.071960559826717,3,1,82.43631264853526,-99999.0,0,0,1,25.071960559826717,0,0
0ef28d5c-ae34-370b-99e7-6709e1c4b929,90,2578.105140629721,1203.124353555889,False,0.05634811381975612,True,0,0,0,0,0,1,2,1,25.071960559826717,3,1,82.43631264853526,-99999.0,0,0,1,25.071960559826717,0,0
0ef28d5c-ae34-370b-99e7-6709e1c4b929,91,2578.070313456387,1203.166244403106,False,0.062149254191100387,True,0,0,0,0,0,1,2,1,25.071960559826717,3,1,82.43631264853526,-99999.0,0,0,1,25.071960559826717,0,0
0ef28d5c-ae34-370b-99e7-6709e1c4b929,92,2578.0411951252354,1203.2027072915519,False,0.08186198099958993,True,0,0,0,0,0,1,2,1,25.071960559826717,3,1,82.43631264853526,-99999.0,0,0,1,25.071960559826717,0,0
0ef28d5c-ae34-370b-99e7-6709e1c4b929,93,2578.007178068952,1203.242559487502,False,0.0491640375129747,True,0,0,0,0,0,1,2,1,25.071960559826717,3,1,82.43631264853526,-99999.0,0,0,1,25.071960559826717,0,0
0ef28d5c-ae34-370b-99e7-6709e1c4b929,94,2577.958681020435,1203.2996522339827,False,0.051562324468959635,True,0,0,0,0,0,1,2,1,25.071960559826717,3,1,82.43631264853526,-99999.0,0,0,1,25.071960559826717,0,0
0ef28d5c-ae34-370b-99e7-6709e1c4b929,95,2577.905915245193,1203.3625785128816,False,0.057933857732425424,True,0,0,0,0,0,1,2,1,25.071960559826717,3,1,82.43631264853526,-99999.0,0,0,1,25.071960559826717,0,0
0ef28d5c-ae34-370b-99e7-6709e1c4b929,96,2577.842817711637,1203.4377426951046,False,0.05738831319609579,True,0,0,0,0,0,1,2,1,25.071960559826717,3,1,82.43631264853526,-99999.0,0,0,1,25.071960559826717,0,0
0ef28d5c-ae34-370b-99e7-6709e1c4b929,97,2577.7619168756955,1203.5351849039994,False,0.06282062908747571,True,0,0,0,0,0,1,2,1,25.071960559826717,3,1,82.43631264853526,-99999.0,0,0,1,25.071960559826717,0,0
